Time Elapsed (ms), Accel X (m/s^2), Accel Y (m/s^2), Accel Z (m/s^2), Mag X (uT), Mag Y (uT), Mag Z (uT), Gyro X (rad/s), Gyro Y (rad/s), Gyro Z (rad/s)
5936,0.37,10.03,17.35,-17.39,-10.23,-31.92,0.85,-1.77,-0.43

5943,0.83,10.39,15.14,-17.95,-9.97,-31.66,1.27,-3.01,-0.43

5950,0.80,10.54,13.77,-19.00,-9.53,-31.22,1.29,-4.09,-0.20

5960,1.41,9.56,9.52,-20.46,-8.59,-30.14,1.31,-5.09,0.29

5967,2.07,8.72,7.37,-21.95,-8.59,-30.34,1.48,-5.16,0.47

5975,1.95,7.61,5.66,-23.18,-8.24,-29.90,1.60,-4.87,0.53

5981,1.92,7.43,4.23,-24.35,-7.66,-29.00,1.51,-4.36,0.50

5988,1.73,7.19,3.26,-25.20,-7.07,-28.88,1.25,-3.66,0.40

5995,1.67,7.21,2.79,-25.67,-7.19,-28.03,0.82,-3.02,0.24

6002,1.62,7.62,2.43,-25.90,-7.10,-27.36,0.44,-2.25,0.06

6009,1.27,7.93,2.15,-26.63,-6.96,-26.45,0.08,-1.52,-0.07

6017,0.83,8.33,2.16,-27.45,-7.48,-26.86,-0.17,-0.65,-0.17

6027,0.17,8.55,3.22,-27.36,-7.13,-26.45,-0.51,0.33,-0.18

6034,-0.11,8.36,3.85,-27.62,-7.19,-26.45,-0.71,0.80,-0.11

6052,-0.53,7.67,6.31,-26.92,-8.07,-26.63,-1.00,1.60,0.20

6065,-0.35,7.22,8.32,-26.48,-8.68,-27.57,-1.04,1.49,0.36

6072,-0.04,7.36,8.88,-25.72,-8.80,-27.68,-1.01,1.17,0.38

6079,0.10,7.59,9.30,-25.67,-8.74,-27.39,-0.92,0.81,0.36

6086,0.25,7.85,9.50,-25.31,-8.74,-27.62,-0.76,0.33,0.32

6093,0.29,8.28,9.38,-25.52,-9.59,-27.57,-0.57,-0.10,0.24

6101,0.27,8.56,8.91,-25.64,-9.38,-27.71,-0.40,-0.59,0.17

6111,0.43,8.97,7.75,-25.46,-9.73,-27.36,-0.22,-1.03,0.11

6117,0.55,9.01,6.84,-25.93,-10.14,-27.62,-0.15,-1.16,0.07

6124,0.65,9.09,6.04,-25.49,-9.70,-27.59,-0.15,-1.08,0.02

6131,0.52,9.13,5.70,-25.81,-10.00,-27.33,-0.17,-0.80,-0.02

6138,0.66,9.30,5.38,-25.52,-10.32,-27.68,-0.23,-0.45,-0.11

6146,0.57,9.28,5.40,-25.90,-10.20,-27.19,-0.24,0.03,-0.19

6153,0.50,9.33,5.89,-25.55,-10.49,-28.03,-0.23,0.41,-0.28

6160,0.08,9.54,6.38,-25.43,-11.05,-28.24,-0.25,0.78,-0.35

6181,-0.33,11.02,8.40,-24.12,-11.49,-28.71,0.21,1.39,-0.30

6191,-0.09,11.05,9.61,-23.47,-12.07,-28.85,0.45,1.29,-0.13

6198,0.32,10.90,9.82,-23.21,-12.16,-29.58,0.51,1.02,-0.07

6205,0.57,10.95,9.71,-22.48,-12.31,-29.58,0.66,0.74,-0.04

6212,0.98,10.89,9.94,-22.10,-12.31,-30.14,0.82,0.50,-0.05

6219,0.80,10.57,9.55,-21.89,-12.42,-30.61,0.97,0.23,-0.06

6226,0.85,10.17,9.00,-21.69,-12.13,-30.75,1.14,0.10,-0.09

6234,0.95,9.77,8.43,-21.31,-12.04,-30.69,1.40,0.07,-0.10

6240,0.59,9.27,8.09,-20.99,-12.19,-31.19,1.64,0.08,-0.13

6250,0.24,8.40,7.77,-20.55,-12.28,-31.34,1.94,0.13,-0.06

6257,0.19,7.61,7.67,-20.02,-12.39,-31.66,2.04,0.15,0.04

6264,0.02,7.10,7.08,-19.88,-11.46,-32.13,2.20,0.22,0.15

6272,0.01,6.28,6.94,-19.29,-11.37,-32.04,2.39,0.32,0.28

6279,0.04,5.58,7.01,-19.03,-10.29,-32.83,2.60,0.38,0.38

6286,0.02,4.76,7.39,-18.42,-9.85,-33.44,2.72,0.31,0.48

6304,-0.14,3.42,6.74,-18.39,-7.83,-33.65,2.84,-0.42,0.52

6317,-0.06,3.09,5.90,-18.06,-7.72,-33.65,2.74,-1.15,0.42

6327,-0.15,3.16,4.95,-19.09,-5.90,-33.65,2.52,-1.58,0.35

6334,0.01,3.56,4.00,-19.47,-5.23,-33.94,2.28,-1.68,0.34

6341,0.03,3.63,3.64,-19.91,-5.29,-33.97,2.06,-1.58,0.38

6347,0.22,3.70,3.14,-19.70,-4.15,-33.94,1.83,-1.28,0.48

6354,0.45,3.65,3.19,-20.02,-3.65,-34.38,1.68,-0.90,0.59

6362,0.60,3.29,2.97,-20.46,-2.95,-33.97,1.60,-0.40,0.72

6369,0.93,2.77,3.29,-20.52,-2.63,-34.00,1.59,-0.12,0.88

6376,0.62,1.96,3.24,-20.14,-2.22,-33.79,1.55,0.02,1.04

6383,0.28,0.67,2.92,-20.34,-2.02,-34.00,1.52,0.01,1.12

6393,0.34,-1.42,1.36,-20.34,-1.02,-34.32,1.54,-0.29,1.15

6401,0.83,-2.81,0.43,-20.52,0.47,-34.32,1.50,-0.73,1.26

6408,0.83,-4.37,-1.06,-20.84,0.64,-33.53,1.40,-1.13,1.42

6415,0.61,-6.13,-2.58,-21.54,0.64,-33.88,1.35,-1.60,1.68

6433,-0.19,-10.11,-4.14,-23.27,2.28,-33.82,0.90,-2.59,2.05

6446,-0.56,-8.68,-2.80,-25.02,3.22,-33.32,-0.46,-3.17,1.31

6453,-1.56,-7.72,-2.50,-26.66,2.63,-33.18,-1.43,-3.06,0.24

6460,1.29,-1.72,-0.84,-27.57,2.60,-31.83,-2.67,-2.74,-0.63

6466,-1.58,-0.52,-0.59,-27.86,1.99,-31.01,-4.04,-1.90,-1.68

6476,-1.64,5.30,-0.98,-28.44,-0.26,-30.02,-5.61,-0.22,-3.40

6484,0.93,11.45,2.11,-28.79,-1.70,-29.67,-6.03,1.26,-4.43

6491,4.30,16.86,1.54,-28.21,-3.83,-29.38,-6.52,2.58,-4.86

6498,2.39,21.14,2.30,-27.19,-5.76,-28.79,-6.10,5.06,-4.83

6505,3.44,23.55,8.50,-26.07,-7.45,-29.49,-5.32,6.98,-4.35

6512,3.84,25.10,12.12,-24.09,-8.86,-30.23,-4.84,8.00,-3.52

6519,3.65,24.91,15.46,-22.27,-9.70,-30.28,-4.37,8.06,-2.60

6527,2.62,23.53,17.77,-20.46,-10.41,-30.96,-3.57,7.46,-1.53

6538,1.21,19.68,20.09,-17.51,-12.07,-31.07,-1.93,5.80,-0.18

6544,1.18,15.75,20.78,-16.19,-11.84,-32.27,-0.81,4.37,0.33

6562,1.87,9.12,19.26,-14.53,-10.99,-31.92,0.96,-0.56,0.52

6575,2.86,8.29,14.54,-15.76,-10.23,-32.21,1.14,-4.04,0.12

6582,2.91,8.28,11.05,-17.10,-9.27,-31.89,1.36,-5.03,-0.02

6589,3.32,8.08,8.18,-17.98,-9.59,-31.39,1.56,-5.55,-0.11

6596,2.64,8.02,5.90,-19.67,-9.00,-29.64,1.61,-5.55,-0.12

6603,2.68,7.67,4.09,-20.58,-8.92,-30.49,1.49,-5.19,-0.11

6610,1.45,7.34,3.00,-21.51,-8.65,-29.52,1.28,-4.65,-0.04

6621,0.52,7.06,1.87,-23.85,-8.48,-29.14,0.89,-3.48,0.05

6628,0.78,7.01,1.68,-24.47,-7.83,-28.21,0.54,-2.67,0.07

6634,0.48,6.89,1.46,-25.05,-7.95,-28.18,0.21,-1.72,0.10

6641,0.65,7.19,1.48,-25.11,-7.89,-28.27,-0.09,-0.91,0.12

6648,0.53,7.67,2.00,-25.67,-7.63,-27.95,-0.29,0.05,0.14

6656,0.62,8.00,2.63,-25.05,-7.75,-28.53,-0.47,0.80,0.15

6663,0.68,8.15,3.91,-25.72,-7.92,-28.53,-0.56,1.54,0.19

6670,0.78,8.15,5.38,-24.85,-8.24,-28.88,-0.68,1.94,0.22

6688,1.00,8.05,8.33,-24.23,-8.36,-29.67,-0.89,2.00,0.22

6704,1.11,7.73,9.78,-23.03,-8.42,-29.58,-0.66,1.36,0.07

6711,1.16,7.79,10.08,-22.71,-8.86,-29.64,-0.47,0.95,0.00

6718,0.93,7.83,10.39,-22.01,-8.97,-29.52,-0.33,0.51,-0.09

6725,0.81,7.97,10.07,-22.42,-9.30,-29.49,-0.21,-0.01,-0.18

6731,0.90,8.46,9.65,-22.07,-9.27,-29.49,-0.12,-0.39,-0.26

6738,0.93,8.87,8.97,-22.16,-9.03,-29.49,0.00,-0.72,-0.27

6746,0.82,9.12,8.33,-22.33,-9.12,-29.58,0.13,-0.85,-0.27

6753,0.94,9.10,7.82,-22.95,-9.85,-29.23,0.28,-0.90,-0.27

6764,1.05,9.15,7.06,-22.57,-9.97,-29.32,0.39,-0.79,-0.29

6771,1.29,8.90,6.60,-22.36,-9.68,-29.52,0.47,-0.55,-0.32

6777,1.37,9.01,6.49,-22.16,-9.94,-29.82,0.59,-0.29,-0.36

6785,1.35,9.11,6.58,-22.22,-10.32,-30.05,0.69,-0.02,-0.43

6792,1.20,9.20,6.60,-22.45,-10.44,-29.99,0.72,0.15,-0.48

6799,0.93,9.12,6.91,-22.13,-10.32,-30.11,0.68,0.29,-0.53

6817,0.67,9.81,8.00,-21.46,-10.87,-30.81,0.63,0.62,-0.47

6830,1.16,9.85,8.33,-20.43,-10.49,-31.25,0.73,0.86,-0.39

6837,1.62,9.88,8.92,-19.99,-10.64,-32.74,0.80,0.99,-0.39

6847,1.90,9.69,9.39,-19.50,-10.55,-32.30,1.01,1.17,-0.43

6854,2.07,9.94,9.50,-18.97,-10.41,-32.71,1.16,1.20,-0.47

6861,1.70,9.55,9.96,-17.83,-10.11,-32.71,1.43,1.22,-0.52

6869,1.54,9.21,10.15,-16.98,-10.32,-33.29,1.70,1.19,-0.58

6875,1.26,8.82,10.62,-16.72,-9.91,-33.94,1.97,1.03,-0.61

6882,1.13,8.31,10.65,-16.52,-10.08,-33.41,2.18,0.82,-0.62

6889,0.77,8.08,10.32,-16.37,-9.73,-33.91,2.41,0.50,-0.60

6896,0.56,7.72,9.96,-15.55,-9.47,-34.35,2.61,0.19,-0.50

6903,0.33,7.29,9.61,-15.05,-8.42,-34.90,2.85,-0.17,-0.37

6915,-0.12,6.33,8.67,-14.94,-7.92,-35.28,3.02,-0.70,-0.08

6921,-0.24,5.86,8.10,-15.26,-7.04,-35.31,3.04,-1.03,0.12

6928,-0.28,5.49,7.70,-14.82,-6.37,-35.02,2.99,-1.28,0.34

6946,0.37,5.03,5.87,-15.23,-4.00,-35.63,2.75,-1.60,0.86

6959,0.85,4.52,5.10,-16.05,-2.72,-35.90,2.65,-1.35,1.14

6966,0.64,4.26,4.54,-16.22,-1.64,-35.55,2.64,-1.08,1.27

6973,1.37,4.09,4.64,-16.37,-1.29,-36.36,2.63,-0.81,1.42

6980,1.03,3.37,4.69,-17.22,-0.64,-35.72,2.51,-0.61,1.57

6990,0.24,1.43,4.29,-17.57,1.23,-35.66,2.31,-0.45,1.57

6998,0.24,0.43,3.81,-17.04,2.25,-35.57,2.19,-0.33,1.42

7005,0.70,0.07,4.13,-16.78,2.48,-36.10,2.11,-0.27,1.28

7011,1.05,-0.04,4.11,-16.63,3.65,-35.93,1.93,-0.31,1.13

7018,1.28,-0.31,3.50,-17.13,3.65,-35.84,1.75,-0.33,1.11

7025,1.17,-1.16,2.86,-16.92,4.30,-35.60,1.69,-0.29,1.03

7032,1.80,-0.91,2.85,-16.54,5.23,-35.87,1.66,-0.35,0.97

7040,1.94,-1.32,1.88,-17.25,5.50,-35.57,1.59,-0.64,0.95

7047,1.97,-2.11,1.21,-17.07,5.99,-35.60,1.47,-0.97,0.99

7057,1.87,-3.11,-0.90,-17.22,6.90,-35.84,1.13,-1.42,1.19

7075,2.20,-5.84,-4.79,-19.23,7.69,-35.05,0.38,-1.87,1.54

7088,2.19,-6.19,-4.39,-20.70,8.42,-34.73,-0.12,-1.66,1.19

7095,1.11,-6.17,-3.41,-20.81,8.24,-34.52,-0.80,-1.88,0.78

7102,-0.03,-4.86,-3.15,-21.22,8.18,-34.43,-1.37,-2.08,0.16

7109,-2.07,-3.91,-1.77,-21.95,7.86,-34.61,-2.02,-2.15,-0.57

7116,1.49,1.59,-0.57,-22.71,7.63,-33.97,-2.67,-2.05,-1.38

7124,-2.18,2.73,-0.42,-23.47,6.55,-33.53,-3.56,-1.73,-1.59

7130,-1.33,6.02,2.21,-24.70,4.88,-34.05,-4.43,-0.98,-2.06

7140,-1.59,9.95,4.10,-25.31,3.51,-33.27,-5.77,0.59,-2.35

7147,-0.06,13.73,5.87,-24.85,1.29,-32.62,-6.12,2.26,-2.45

7154,0.80,15.56,8.24,-24.41,-0.15,-32.74,-6.15,3.57,-2.42

7161,2.92,16.92,9.59,-23.59,-1.70,-33.15,-5.93,4.86,-2.29

7169,2.20,18.21,12.39,-21.81,-4.74,-33.35,-4.82,6.16,-2.06

7176,2.58,19.76,17.76,-19.64,-5.55,-34.00,-3.60,6.83,-1.58

7183,2.04,18.17,22.51,-18.44,-6.11,-33.00,-2.90,6.25,-1.01

7201,0.44,13.42,23.79,-15.52,-6.90,-34.84,-1.11,2.08,0.21

7217,1.05,9.03,18.96,-15.49,-6.46,-33.85,0.40,-1.42,0.36

7224,2.09,8.53,16.57,-15.38,-5.90,-34.38,1.21,-2.35,0.30

7231,2.38,7.85,15.39,-16.28,-5.85,-34.03,1.58,-3.08,0.20

7237,2.30,7.56,12.68,-16.90,-5.29,-33.41,1.76,-3.79,0.09

7244,1.94,7.46,10.27,-18.30,-4.68,-33.73,1.83,-4.21,-0.01

7252,1.42,7.35,8.12,-20.05,-3.95,-33.59,1.82,-4.31,-0.09

7259,0.83,7.60,6.05,-21.19,-3.57,-32.59,1.77,-4.20,-0.13

7266,0.17,7.42,5.24,-22.60,-3.89,-32.36,1.62,-3.95,-0.05

7273,-0.06,7.19,4.54,-23.59,-3.65,-31.54,1.28,-3.63,0.05

7284,-0.65,6.37,3.05,-25.02,-2.84,-30.96,0.53,-3.10,0.23

7290,-0.63,5.94,2.41,-25.52,-2.63,-31.04,0.01,-2.51,0.31

7298,-0.52,5.74,2.06,-25.72,-2.48,-30.46,-0.38,-1.61,0.34

7305,-0.22,5.75,2.51,-26.22,-2.98,-30.17,-0.69,-0.72,0.30

7312,0.01,5.81,3.58,-26.31,-3.07,-29.87,-0.87,0.31,0.21

7331,0.43,6.91,7.17,-25.72,-4.15,-30.31,-1.02,1.97,-0.10

7341,0.32,7.08,10.95,-25.05,-4.00,-29.93,-0.97,2.19,-0.20

7348,0.55,7.37,10.19,-24.09,-4.56,-30.49,-0.91,1.93,-0.29

7358,0.17,8.10,9.38,-23.79,-4.71,-31.75,-0.59,1.41,-0.39

7365,0.04,8.51,11.61,-23.44,-4.71,-31.69,-0.46,0.80,-0.44

7372,0.12,8.71,10.98,-23.56,-4.91,-31.57,-0.47,0.17,-0.47

7380,-0.04,8.99,9.76,-23.09,-5.03,-31.48,-0.49,-0.40,-0.49

7386,-0.11,9.01,8.79,-23.06,-5.52,-31.66,-0.46,-0.65,-0.46

7393,-0.12,9.08,8.06,-23.06,-5.93,-31.31,-0.43,-0.63,-0.37

7400,0.07,9.01,7.65,-23.27,-6.28,-30.90,-0.42,-0.41,-0.27

7407,0.28,9.04,7.34,-22.89,-6.31,-31.10,-0.32,0.03,-0.17

7414,0.68,9.06,7.91,-22.62,-6.58,-31.66,-0.30,0.46,-0.14

7426,1.08,8.97,9.17,-22.71,-7.16,-31.72,-0.20,1.03,-0.19

7432,1.10,9.05,9.65,-22.10,-7.19,-32.07,-0.10,1.26,-0.28

7439,1.08,8.98,10.20,-21.43,-7.40,-32.51,0.04,1.40,-0.35

7457,0.67,9.06,11.33,-19.99,-8.16,-33.00,0.63,1.31,-0.61

7470,0.53,8.91,11.28,-19.18,-8.16,-33.21,0.96,0.73,-0.77

7477,0.37,8.74,10.94,-18.53,-8.04,-33.38,1.06,0.37,-0.77

7484,0.49,8.87,10.44,-17.98,-7.83,-33.91,1.17,0.07,-0.74

7491,0.47,8.74,10.03,-17.86,-8.21,-34.43,1.34,-0.07,-0.66

7498,0.43,8.73,9.35,-17.51,-8.04,-34.20,1.52,-0.08,-0.54

7509,0.51,8.23,9.09,-16.52,-7.57,-34.81,1.91,0.02,-0.33

7516,0.55,7.70,9.02,-16.57,-6.93,-34.73,2.08,0.08,-0.21

7523,0.60,7.22,8.80,-16.40,-6.81,-35.22,2.24,0.09,-0.12

7529,0.87,6.62,8.56,-16.43,-6.46,-34.96,2.32,0.11,-0.06

7536,0.79,5.96,8.30,-15.87,-5.99,-35.49,2.38,0.11,-0.01

7543,0.67,5.43,7.72,-15.84,-5.47,-35.46,2.42,0.18,0.05

7551,0.85,5.02,7.83,-15.78,-4.12,-35.49,2.41,0.22,0.13

7558,0.83,4.52,8.20,-15.08,-4.00,-35.57,2.38,0.19,0.22

7569,0.35,3.60,7.29,-14.85,-2.66,-35.84,2.11,-0.15,0.27

7587,0.56,2.58,6.22,-14.56,-1.81,-35.02,2.49,0.13,0.43

7600,0.06,1.58,6.07,-14.76,0.56,-35.63,2.50,-0.05,0.42

7606,0.30,1.78,5.88,-14.56,1.14,-35.75,2.42,-0.29,0.38

7613,0.55,1.77,5.58,-14.88,1.37,-35.63,2.23,-0.44,0.41

7620,0.06,0.95,5.17,-14.47,1.87,-36.13,2.04,-0.49,0.42

7627,0.54,0.90,4.64,-14.38,2.40,-36.19,1.86,-0.39,0.40

7634,0.59,0.66,4.13,-15.00,3.10,-35.95,1.83,-0.19,0.38

7642,0.65,0.42,4.31,-14.67,3.54,-36.31,1.90,0.19,0.40

7652,0.91,-0.48,5.39,-14.06,4.91,-36.13,1.79,0.19,0.25

7659,0.78,-0.40,4.34,-14.73,5.14,-36.04,1.79,0.06,0.15

7665,1.15,-0.40,3.85,-14.00,5.67,-36.19,1.93,-0.00,0.12

7672,0.90,-0.87,3.92,-14.18,6.49,-36.07,2.00,-0.27,0.14

7680,0.79,-1.31,2.77,-14.15,6.84,-35.81,1.85,-0.76,0.17

7687,0.85,-1.31,1.36,-14.44,8.16,-35.72,1.69,-1.39,0.26

7694,0.96,-0.93,-0.20,-14.91,8.77,-35.28,1.48,-1.85,0.42

7712,2.09,-1.52,-3.73,-15.90,9.44,-35.19,0.86,-2.66,0.99

7725,2.12,-3.41,-5.02,-17.86,10.08,-34.99,-0.10,-3.01,1.23

7735,0.98,-5.26,-5.51,-19.20,9.15,-34.70,-1.32,-3.03,1.12

7742,-0.04,-5.53,-5.56,-19.96,9.38,-34.90,-2.08,-2.67,0.90

7749,-1.17,-5.20,-4.27,-21.22,9.06,-34.26,-2.92,-2.13,0.55

7755,-3.12,-4.73,-1.77,-21.84,8.59,-34.03,-3.62,-1.28,-0.13

7762,2.23,0.40,-3.60,-22.51,7.37,-34.23,-4.56,-0.60,-0.98

7770,-0.89,2.73,1.26,-22.86,4.94,-34.41,-4.99,0.60,-1.31

7777,-1.08,5.89,4.69,-22.77,3.65,-34.43,-5.43,1.64,-1.90

7784,1.52,9.17,3.93,-22.39,2.08,-34.41,-5.65,3.00,-2.62

7791,2.18,12.67,7.32,-21.40,0.61,-35.02,-5.66,4.24,-2.97

7808,2.37,15.91,11.64,-19.35,-2.34,-34.99,-5.45,5.79,-2.73

7815,2.69,18.50,15.23,-18.18,-3.92,-35.17,-5.02,5.75,-2.38

7822,1.86,18.13,17.83,-15.38,-6.46,-34.76,-4.57,5.38,-1.50

7828,1.59,17.33,19.64,-14.29,-7.69,-35.14,-3.88,4.77,-0.71

7847,2.30,13.42,23.85,-11.84,-8.71,-34.87,-1.72,1.73,1.03

7860,5.15,10.84,20.36,-11.58,-7.92,-34.46,0.20,-0.20,0.91

7866,6.22,9.99,18.30,-12.39,-7.60,-35.11,0.95,-1.39,0.51

7873,6.37,9.95,16.08,-13.24,-7.13,-34.67,1.14,-2.44,-0.07

7883,4.76,10.62,12.25,-13.80,-6.81,-34.46,0.97,-3.87,-0.50

7890,3.98,10.35,9.19,-15.20,-6.58,-32.97,1.04,-4.17,-0.63

7898,2.83,9.99,7.29,-15.87,-6.08,-33.32,1.24,-4.04,-0.67

7905,2.02,9.20,5.88,-18.27,-5.88,-33.67,1.31,-3.78,-0.63

7912,1.46,8.87,4.99,-18.65,-5.58,-32.74,1.08,-3.34,-0.51

7919,0.75,8.29,3.07,-19.56,-5.96,-32.59,0.77,-2.74,-0.25

7926,0.55,7.85,2.63,-19.91,-5.82,-32.45,0.50,-1.75,-0.01

7934,0.80,7.06,2.66,-20.52,-5.58,-32.51,0.26,-0.89,0.23

7940,1.14,6.59,2.81,-20.55,-5.38,-32.56,0.02,0.06,0.38

7951,1.60,5.74,4.59,-20.78,-5.58,-32.48,-0.24,1.08,0.41

7958,1.64,5.31,6.05,-20.17,-4.94,-33.27,-0.47,1.40,0.29

7977,1.34,6.55,8.49,-19.47,-6.08,-33.73,-0.71,1.21,-0.06

7989,1.06,7.16,9.52,-18.77,-6.26,-33.79,-0.58,0.71,-0.02

7996,1.08,7.28,9.65,-18.44,-6.96,-33.91,-0.50,0.40,0.04

8003,0.97,7.21,9.56,-18.15,-6.72,-34.00,-0.37,0.04,0.13

8009,1.06,7.10,9.41,-18.30,-7.31,-34.00,-0.25,-0.19,0.20

8016,1.41,6.88,8.87,-18.15,-7.48,-33.32,-0.15,-0.41,0.26

8024,1.59,6.66,8.49,-18.06,-7.28,-33.18,-0.04,-0.50,0.28

8034,1.93,6.47,8.01,-18.33,-7.04,-34.05,0.13,-0.46,0.23

8041,1.96,6.36,7.65,-18.62,-6.78,-33.47,0.22,-0.41,0.15

8048,1.77,6.33,7.54,-18.42,-6.84,-33.76,0.24,-0.39,0.03

8055,1.58,6.30,7.23,-18.21,-6.81,-33.50,0.22,-0.39,-0.07

8063,1.27,6.54,6.86,-18.33,-6.90,-33.44,0.19,-0.41,-0.16

8069,1.16,6.76,6.76,-18.44,-7.13,-33.35,0.13,-0.42,-0.20

8076,0.95,6.79,6.50,-18.24,-7.42,-33.41,0.04,-0.41,-0.18

8083,0.84,6.86,6.31,-18.53,-0.18,-32.89,-0.05,-0.33,-0.12

8106,0.83,6.41,6.65,-18.33,-7.72,-33.65,-0.07,0.10,0.09

8115,0.87,6.12,6.96,-18.24,-7.66,-33.76,-0.03,0.13,0.11

8122,0.94,5.80,7.07,-17.92,-7.98,-33.59,-0.03,0.06,0.08

8129,0.93,5.48,6.78,-18.06,-7.83,-33.38,-0.04,-0.02,0.04

8135,0.78,5.38,6.73,-18.01,-8.16,-33.32,0.02,-0.02,0.01

8142,0.65,5.25,6.56,-17.57,-7.95,-33.59,0.06,-0.03,-0.01

8150,0.53,5.38,6.53,-17.68,-7.86,-33.65,0.06,-0.07,-0.04

8157,0.28,5.72,6.56,-17.54,-8.36,-34.11,0.05,-0.14,-0.06

8164,0.52,6.28,6.55,-17.04,-8.18,-34.03,-0.01,-0.27,-0.07

8174,0.19,6.35,6.27,-17.10,-8.45,-33.73,-0.12,-0.32,-0.03

8181,0.45,6.86,6.39,-17.60,-8.16,-33.88,-0.13,-0.26,0.04

8188,0.62,6.84,6.58,-17.63,-8.36,-34.08,-0.11,-0.15,0.12

8195,0.77,6.79,7.01,-17.51,-8.71,-33.79,-0.08,-0.05,0.17

8202,1.00,6.77,7.39,-17.60,-8.36,-34.08,-0.05,0.00,0.19

8209,1.05,6.53,7.50,-17.51,-8.89,-34.26,-0.03,-0.03,0.16

8227,0.99,6.31,7.26,-17.22,-8.97,-33.73,0.04,-0.24,0.00

8240,0.77,6.22,6.85,-17.54,-8.71,-34.20,0.07,-0.29,-0.05

8247,0.68,6.17,6.68,-17.25,-8.97,-33.59,0.07,-0.27,-0.06

8257,0.52,6.36,6.79,-17.77,-8.74,-33.97,0.10,-0.18,-0.07

8264,0.60,6.50,6.66,-17.80,-8.65,-34.03,0.08,-0.18,-0.06

8271,0.66,6.58,6.66,-17.48,-8.71,-34.38,0.11,-0.14,-0.02

8279,0.70,6.49,6.69,-18.15,-8.86,-34.32,0.14,-0.13,0.01

8286,0.67,6.35,6.64,-17.83,-8.80,-33.88,0.17,-0.13,0.03

8292,0.82,6.14,6.58,-17.39,-8.54,-33.85,0.20,-0.14,0.04

8299,0.81,6.07,6.35,-17.60,-8.92,-33.76,0.21,-0.17,0.04

8306,0.75,5.98,6.21,-17.39,-8.30,-33.53,0.20,-0.19,0.03

8313,0.68,5.94,6.02,-17.16,-8.68,-33.12,0.17,-0.17,0.03

8325,0.77,5.97,5.90,-17.42,-8.89,-34.41,0.09,-0.08,0.03

8331,0.78,6.08,5.98,-17.98,-8.94,-33.79,0.03,0.01,0.03

8338,0.85,6.17,5.97,-17.57,-8.74,-34.00,-0.04,0.10,0.03

8356,0.98,6.37,6.45,-17.28,-8.89,-34.32,-0.12,0.33,0.04

8369,1.11,6.21,8.08,-17.45,-8.74,-34.05,-0.16,0.29,0.04

8376,1.18,5.97,8.08,-17.07,-8.48,-33.76,-0.13,0.03,0.01

8383,1.16,6.07,7.96,-17.77,-8.83,-34.32,0.02,-0.09,-0.03

8390,1.15,6.13,7.94,-17.42,-8.33,-34.17,0.16,-0.20,-0.06

8400,1.08,6.22,7.62,-17.45,-9.00,-32.89,0.24,-0.39,-0.09

8408,1.09,6.35,7.02,-17.28,-8.59,-33.18,0.24,-0.44,-0.08

8414,1.11,6.37,6.58,-17.54,-8.39,-33.03,0.24,-0.42,-0.08

8421,1.06,6.07,6.55,-17.74,-8.56,-33.65,0.22,-0.35,-0.09

8428,1.08,6.04,6.58,-17.19,-8.54,-33.56,0.17,-0.30,-0.09

8435,1.08,6.01,6.58,-17.68,-8.86,-33.59,0.13,-0.27,-0.10

8442,1.04,6.00,6.50,-18.01,-7.98,-33.97,0.10,-0.23,-0.09

8450,0.81,5.87,6.61,-17.86,-8.18,-33.09,0.09,-0.21,-0.07

8457,0.89,5.84,6.70,-17.77,-8.68,-32.94,0.06,-0.20,-0.05

8467,0.80,5.85,6.69,-17.80,-8.62,-33.09,0.01,-0.20,-0.02

8485,1.00,6.46,6.73,-18.01,-8.01,-33.73,-0.06,-0.14,0.06

8498,1.09,6.58,7.11,-18.24,-8.62,-33.88,-0.05,-0.11,0.04

8505,1.04,6.65,7.26,-18.01,-8.59,-32.91,-0.06,-0.15,0.02

8512,0.98,6.70,7.24,-18.36,-8.74,-33.24,-0.04,-0.19,-0.01

8519,0.85,6.71,7.23,-18.18,-8.71,-33.29,-0.04,-0.27,-0.03

8526,0.78,6.81,7.19,-18.06,-9.09,-33.21,-0.02,-0.31,-0.03

8534,0.68,6.63,7.09,-18.18,-8.86,-33.09,0.00,-0.36,-0.01

8540,0.55,6.56,7.00,-18.56,-8.80,-33.03,0.01,-0.36,0.02

8551,0.48,6.56,6.90,-18.68,-9.00,-33.38,0.00,-0.37,0.08

8557,0.68,6.65,6.96,-19.06,-9.18,-33.03,-0.01,-0.36,0.11

8564,0.76,6.76,6.94,-18.77,-8.74,-33.21,-0.02,-0.34,0.14

8571,0.77,6.95,6.98,-18.80,-9.06,-33.03,-0.03,-0.31,0.15

